Time,Magnitude,Longitude,Latitude,Depth
23:55:45,3.0,-163.129,52.961,5.0
23:51:25,3.2,176.341,52.065,5.0
23:48:01,1.7,-101.082,32.14,2.3297
23:23:52,1.05,-117.394833333333,35.956,2.78
23:21:39,1.8,-101.091,32.138,3.3079
23:20:35,1.8,-103.41,31.158,4.9164
23:19:27,1.41,-121.081169128418,36.5976676940918,7.84999990463257
23:17:48,1.9,-150.625,60.323,42.7
23:06:08,2.5,-166.933,53.047,38.5
22:57:16,1.6,-101.086,32.144,2.2713
22:53:19,4.0,176.246,51.973,5.0
22:52:44,2.4,-178.007,51.153,20.0
22:51:35,1.6,-104.413,31.676,7.908
22:42:55,3.5,176.233,51.909,5.0
22:32:15,1.94,-155.488998413086,19.1813335418701,27.3600006103516
22:26:35,2.8,-151.537,59.289,38.2
22:18:15,2.29,-66.9126666666667,17.9443333333333,14.53
22:15:25,4.1,56.1847,28.0606,10.0
22:15:07,1.15,-122.938003540039,38.7748336791992,5.03000020980835
22:14:34,2.0,-177.072,51.407,37.0
22:14:21,1.9,-104.229,31.584,3.04
22:02:10,0.44,-178.847333333333,51.7836666666667,12.3
21:56:39,1.69717741012573,-122.880836486816,47.7879981994629,17.1000003814697
21:50:15,1.07,-115.594333333333,33.0735,11.74
21:47:43,2.6,-179.866,51.511,78.7
21:42:13,4.9,157.8994,49.2319,10.0
21:41:20,0.9,-178.864,51.7625,8.91
21:33:58,1.4,-101.163,32.124,2.7441
21:20:49,1.45,-117.479666666667,35.6668333333333,7.25
21:01:44,1.06,-118.028666666667,36.1675,2.54
20:47:08,4.4,-70.4691,-28.746,95.742
20:36:18,0.72,-117.608666666667,35.802,12.4
20:35:50,1.6,-97.903,29.017,8.5592
20:32:47,3.3,-159.627,54.469,33.8
20:21:58,1.08,-122.812164306641,38.8213348388672,2.83999991416931
20:19:49,3.2,176.268,51.889,3.6
20:14:58,1.6,-145.143,69.349,5.0
20:14:45,4.7,-5.1249,32.2009,10.0
20:05:12,0.91,-117.031,33.9536666666667,13.86
19:58:47,1.51,-123.274002075195,39.4095001220703,5.8899998664856
19:58:47,1.18,-117.473,35.6136666666667,7.21
19:43:57,1.7,-104.216,31.651,6.5613
19:43:05,2.07,-121.644996643066,37.2648315429688,2.47000002861023
19:37:37,1.71,-122.813163757324,38.8214988708496,2.91000008583069
19:33:46,1.9,-101.086,32.14,6.8604
19:27:35,1.6,-104.361,31.686,6.0486
19:26:41,1.06,-122.846336364746,38.8240013122559,1.80999994277954
19:16:08,1.53,-121.120666503906,36.7511672973633,7.6100001335144
19:15:16,2.5,-103.482,31.17,3.1262
19:11:05,1.8,-104.0,31.614,8.0353
19:09:28,3.8,176.217,51.762,5.0
19:00:04,1.44,-122.794998168945,38.8073348999023,3.13000011444092
18:54:18,1.7,-150.108,61.374,39.6
18:48:39,2.2,-152.055,59.932,76.9
18:42:04,1.01,-117.721833333333,35.8928333333333,7.79
18:41:54,1.25,-122.79467010498,38.8076667785645,3.13000011444092
18:35:13,0.73,-122.814163208008,38.7828330993652,5.69000005722046
18:31:08,1.49,-116.090166666667,33.1601666666667,10.35
18:28:06,2.3,-176.184,51.389,18.0
18:25:10,0.78,-116.4205,33.2675,4.76
18:18:09,0.5,-116.9465,33.6583333333333,11.26
18:17:32,3.3,-169.313,52.343,22.6
18:12:03,1.6,-147.55,60.898,20.2
18:09:09,2.4,-164.184,54.005,15.6
18:06:27,1.02,-122.941833496094,38.7746658325195,2.36999988555908
17:58:29,2.38,-121.238502502441,36.7256660461426,12.960000038147
17:48:42,0.9,-102.004,32.467,8.8135
17:45:37,2.0,-151.103,59.766,56.5
17:43:02,2.3,-163.005,54.702,4.2
17:36:20,0.53,-116.709666666667,33.6426666666667,16.96
17:35:12,0.93,-110.816666666667,44.3991666666667,5.23
17:31:30,2.1,-101.081,32.141,9.4238
17:30:50,1.5,-154.104,58.234,85.5
17:16:24,2.5,-98.971,28.845,8.2857
17:14:21,1.6,-149.882,62.24,12.1
17:09:03,2.17,-66.8093333333333,18.0418333333333,14.68
16:57:45,3.5,176.348,52.095,5.0
16:48:04,0.7,-101.954,32.103,8.9111
16:45:01,1.41,-115.849666666667,32.9581666666667,9.86
16:41:52,1.9,-150.016,63.617,143.0
16:38:14,1.2,-103.878,31.985,8.8684
16:36:44,3.4,176.363,52.144,0.9
16:32:04,1.7,-151.814,60.051,58.9
16:17:27,1.6,-104.53,31.644,7.0355
16:14:37,1.7,-152.859,59.897,109.1
16:09:37,1.8,-155.389831542969,19.2604999542236,30.0
16:07:37,3.0,-159.624,55.384,5.0
16:03:25,2.33,-115.7533,36.7116,4.9136
16:00:04,0.89,-122.822830200195,38.8128318786621,2.3199999332428
15:54:05,4.5,143.3753,39.6999,35.0
15:52:57,2.19,-111.4085,42.4123333333333,2.74
15:50:25,2.11,-116.9755,33.992,9.5
