Time,Magnitude,Longitude,Latitude,Depth
23:57:47,4.13,-109.704833333333,40.4801666666667,68.34
23:52:28,0.4,-116.2614,36.6679,4.2
23:37:46,2.15,-118.852836608887,37.4891662597656,3.39000010490417
23:34:04,1.3,-122.876335144043,38.8408317565918,2.0
23:30:59,1.65,-116.4398333,33.0205,12.14
23:27:53,2.1,-97.479,29.195,9.0923
23:27:14,0.9,-102.136,32.392,6.4697
23:21:58,1.71,-122.602165222168,38.531665802002,6.59999990463257
23:19:04,1.7,-150.561,61.9264,13.8
23:12:04,0.8,-116.2603,36.6624,3.0
22:34:20,-0.15,-154.865166666667,58.7088333333333,10.87
22:12:45,0.88,-122.814666748047,38.8288345336914,1.94000005722046
22:00:40,2.13,-118.811996459961,37.4678344726562,2.23000001907349
22:00:40,1.54,-97.95339203,35.33245087,8.176516533
21:50:42,4.5,115.5079,-8.0866,227.353
21:46:15,4.8,158.7287,52.4452,85.163
21:07:15,1.884073257446289,-120.55149841308594,46.9188346862793,-0.850000023841858
21:05:39,0.78,-122.787498474121,38.813835144043,2.52999997138977
21:03:59,0.77,-122.735664367676,38.7933349609375,1.17999994754791
21:03:52,1.4,-118.021,37.9309,10.6
20:54:24,1.7,-148.0094,61.1134,28.3
20:51:47,1.08,179.576666666667,51.8545,9.77
20:46:44,1.24,-118.341,35.0565,-0.99
20:42:40,0.78,-116.7261667,33.7083333,17.83
20:27:45,2.79,-121.158164978027,36.5320014953613,7.36999988555908
20:25:37,-0.61,-152.766666666667,60.5228333333333,2.64
20:03:14,0.72,-116.0248333,33.223,4.53
20:02:37,1.01,-97.93533333,35.33416667,9.66
19:57:05,0.87,-97.941,35.3265,8.4
19:51:08,0.78,-122.740669250488,38.7983322143555,1.22000002861023
19:30:25,5.0,159.6205,52.9737,69.704
19:08:10,0.83,-116.7096667,33.5486667,3.39
18:52:45,4.9,-75.8666,-8.163,10.0
18:50:30,0.45,-122.785835266113,38.7983322143555,4.07999992370605
18:39:51,1.69,-121.317665100098,36.6601676940918,4.09999990463257
18:39:38,2.8,-111.2522,42.6682,5.0
18:36:29,4.6,108.1503,15.0535,10.0
