Time,Magnitude,Longitude,Latitude,Depth
23:54:07,1.5,-122.796997070312,38.8058319091797,3.75
23:53:05,1.84,-115.7858333,33.2133333,2.33
23:47:20,1.82,-67.0071666666667,17.9663333333333,7.59
23:45:04,1.09,-122.755668640137,38.7915000915527,3.54999995231628
23:32:25,1.15,-122.816329956055,38.8048324584961,2.74000000953674
23:30:53,1.56,-121.559669494629,36.8306655883789,4.98999977111816
23:17:49,1.5,-104.102,31.608,4.5952
23:09:03,2.0,-104.404,31.663,4.4789
22:56:40,0.71,-122.801498413086,38.8009986877441,1.01999998092651
22:52:10,5.5,-175.8682,-24.5861,35.0
22:51:28,5.2,119.9414,21.1108,10.0
22:50:04,0.71,-122.786666870117,38.8361663818359,2.0699999332428
22:49:22,2.29,-124.443496704102,40.4816665649414,18.7000007629395
22:42:47,1.59,-121.33032989502,36.6744995117188,6.5
22:38:52,5.8,120.7409,-1.2569,10.0
22:32:36,1.4,-101.639,32.133,3.6026
22:02:21,1.76,-122.801170349121,38.7955017089844,1.48000001907349
21:47:42,0.48,-116.4681667,33.5016667,4.44
21:40:03,1.8,-118.1556,38.5516,5.0
21:28:43,0.9,-117.8566667,36.0703333,1.94
21:13:14,5.6,131.7755,32.0204,26.743
21:10:02,1.41,-119.0883333,35.0788333,10.79
20:35:44,4.9,120.7191,13.7624,163.929
20:33:40,1.82,-117.6036667,35.755,9.78
20:12:02,1.0,-116.3649,37.5379,1.7
19:57:48,1.4,-151.652,60.2111,53.7
19:53:18,1.3,-150.4573,63.1886,30.1
19:24:58,0.3,-122.794334411621,38.7905006408691,6.92999982833862
19:16:02,2.9,-153.4755,62.2948,10.0
19:15:03,1.07,-122.817001342773,38.806999206543,2.49000000953674
19:13:08,0.6,-116.2562,36.768,9.3
19:12:09,2.1,-152.5256,59.3756,22.0
19:10:24,1.1,-147.3661,64.968,4.4
19:03:33,2.0,-116.6334,38.3924,4.8
18:57:52,1.92,-117.698,36.0775,0.33
18:57:13,1.4,-147.145,61.3893,31.7
18:40:59,1.1,-122.811164855957,38.7994995117188,3.25999999046326
18:30:19,1.26,-118.035,36.17,4.48
18:26:02,1.5,-150.3589,63.0337,85.7
18:22:55,0.86,-122.860336303711,38.6948318481445,17.1700000762939
18:20:28,1.04,-122.768501281738,38.7890014648438,2.34999990463257
18:05:11,0.51,-116.7111667,33.6475,15.36
17:38:48,1.32,-121.31233215332,36.7916679382324,7.34000015258789
17:35:07,4.7,71.3427,37.1119,108.298
17:18:01,1.09,-116.1461667,32.8071667,11.1
17:12:52,2.0,-101.918,32.116,3.917
17:07:41,1.32,-117.4748333,35.6695,7.81
16:55:00,2.85,-124.539666666667,40.2851666666667,20.03
16:31:30,0.7,-116.4053333,33.3556667,10.03
16:28:39,4.9,-17.9323,37.7017,10.0
16:13:57,4.4,158.8783,49.5986,10.0
16:13:05,1.2,-122.80883026123,38.8241653442383,1.92999994754791
16:10:07,4.4,159.8981,51.6356,10.0
15:59:21,4.8,156.2691,49.1722,22.683
15:51:12,4.9,156.2231,49.0947,25.719
15:25:53,1.2,-101.919,32.409,4.4764
15:10:40,3.1,-155.6096,19.1956,11.76
15:01:12,1.9,-148.5366,60.6051,16.1
15:00:57,1.38,-118.0373306,36.1689987,1.37
14:06:15,1.5,-152.4309,62.4839,0.0
13:48:48,1.7,-154.9334,58.3235,7.9
13:42:54,4.5,155.414,49.3765,76.898
13:29:21,1.1,-102.159,32.111,5.3233
13:21:12,1.3,-151.2951,62.9419,105.5
12:59:21,1.0,-145.1903,63.2949,5.6
