Time,Magnitude,Longitude,Latitude,Depth
23:57:04,0.29,-122.877166748047,38.8401679992676,2.65000009536743
23:47:57,1.29925318060037,-117.124664306641,34.0378341674805,5.88000011444092
23:44:19,1.1,-154.364,58.679,6.4
23:40:04,1.94,-116.7747,38.3274,2.5638
23:33:18,1.2,-140.659,60.339,6.6
23:31:09,1.8,-151.313,59.718,51.1
23:28:12,1.73,-97.4525,34.4275,5.12
23:27:50,2.1,-141.484,60.428,5.0
23:26:47,2.27,-116.4799,38.4984,6.9327
23:23:39,1.79,-97.462,34.42366667,5.25
23:05:29,4.3,-68.926,-31.146,176.139
23:01:31,2.2,-101.73,31.894,3.5227
22:55:26,1.3,-152.733,59.937,93.9
22:36:32,2.51,-116.5487,38.2925,4.3254
22:34:09,0.8,-148.917,65.004,30.0
22:32:48,0.44,-122.791831970215,38.8191680908203,1.30999994277954
22:19:38,1.06422704356098,-116.759002685547,33.6713333129883,15.6099996566772
22:16:49,1.6,-155.331,57.666,76.7
22:06:06,2.5,-146.596,61.463,14.2
21:58:23,1.17537114092735,-116.174499511719,33.9034996032715,5.6399998664856
21:52:48,1.9,-149.275,62.22,29.9
21:41:56,4.8,124.9689,25.1573,10.0
21:39:28,4.9,125.0196,25.1485,10.0
21:31:22,2.39,-97.43883333,34.41166667,6.23
21:16:58,1.08,-122.776000976562,38.8139991760254,0.239999994635582
21:13:02,2.1,-151.007,60.988,55.5
21:08:46,0.73,-122.81616973877,38.8476676940918,1.85000002384186
21:07:41,2.67,-116.7099,38.1749,10.0001
21:06:02,1.8,-139.328,60.341,0.0
21:04:20,0.86,-122.814498901367,38.7971649169922,3.11999988555908
21:03:07,1.8,-149.903,63.111,83.8
21:01:18,1.7,-122.734336853027,38.7901649475098,1.28999996185303
20:55:45,2.3,-148.626,66.135,6.7
20:53:51,1.76,-116.3805,38.5584,15.9323
20:51:03,2.05,-121.505996704102,40.6971664428711,15.1899995803833
20:46:32,1.6,-116.4958,38.4735,8.8313
20:42:36,1.3,-150.469,62.189,13.1
20:36:03,1.81,-115.6105,36.1486,0.0029
20:24:24,1.77,-116.4545,38.5102,1.6414
20:16:09,1.6,-146.753,61.32,18.5
20:05:22,1.3,-101.403,32.412,3.7974
19:56:26,0.96,-122.814498901367,38.8271675109863,1.99000000953674
19:53:38,1.37,-123.087829589844,39.2906684875488,9.0600004196167
19:41:06,2.1,-124.092163085938,40.413501739502,20.5
19:35:14,-0.47,-153.236166666667,59.999,0.8
19:34:42,1.5,-154.264,58.288,83.0
19:32:46,2.28879698276391,-116.170829772949,33.8958320617676,3.30999994277954
19:29:36,1.3,-151.097,62.231,72.3
19:15:24,2.4,-157.936,55.116,2.5
19:12:32,0.59,-122.727996826172,38.763500213623,1.86000001430511
19:03:50,1.13,-122.845832824707,38.8223342895508,2.41000008583069
18:57:23,1.4,-104.294,31.536,0.0
