Time,Magnitude,Longitude,Latitude,Depth
23:48:58,1.4,-101.937,32.065,3.9442
23:24:18,1.5,-151.3398,60.1989,69.0
22:59:02,1.6,-104.266,31.605,3.7736
22:47:43,-0.62,-152.2395,61.2736666666667,3.93
22:32:06,1.5,-146.443,61.4888,30.2
22:27:48,2.05,-155.273,19.5055,21.35
22:21:15,0.3,-166.889333333333,53.8898333333333,3.97
22:13:58,0.8200000000000001,-123.23533333333333,48.08983333333333,4.71
22:13:55,0.72,-122.87833404541,38.8409996032715,2.21000003814697
21:56:54,1.97,-179.042666666667,51.7978333333333,9.34
21:54:00,0.85,-122.773170471191,38.8096656799316,1.04999995231628
21:42:27,3.2,-155.9719,58.3422,2.5
21:28:01,5.4,142.5587,41.8988,59.039
21:22:02,3.3,-69.4315,19.1053,10.042
21:11:44,0.64,-116.4278333,33.4588333,5.78
20:50:46,0.93,-116.262,33.3715,11.9
20:45:16,1.03,-117.6533333,33.8543333,9.99
20:45:09,1.3,-151.3308,63.1904,0.0
20:28:31,0.7,-152.9185,60.224,9.36
20:03:50,4.6,80.4502,29.4591,10.0
20:00:40,2.81,-66.9786666666667,18.2546666666667,17.08
19:57:36,5.1,-74.9246,-9.5803,10.0
19:52:39,5.7,102.2903,-4.0046,68.077
19:31:01,1.41,-117.6913333,35.8703333,9.84
19:25:50,1.4,-150.3824,60.718,40.9
19:21:28,1.6,-149.9156,61.1062,31.7
19:20:19,0.53,-116.6911667,33.3623333,14.84
19:09:19,1.17,-122.737503051758,38.7686653137207,2.32999992370605
19:08:01,0.96,-122.706832885742,38.7491683959961,1.22000002861023
19:06:25,1.9,-102.169,32.361,3.8893
19:01:03,1.76,-122.86,47.556,23.96
18:53:57,0.9,-152.1009,61.8089,86.3
18:51:36,2.48,-155.216333333333,19.3131666666667,6.96
18:46:32,2.3,-116.4754,38.4483,9.4
18:39:25,0.4,-116.3068,36.7295,8.5
18:32:02,5.0,-88.5648,12.9195,65.055
18:26:19,1.5,-150.8721,61.7317,62.4
18:17:03,0.78,-122.750999450684,38.7993316650391,2.60999989509583
17:59:51,1.38,-117.1925,33.9271667,14.01
17:56:11,0.79,-116.3796667,33.25,4.8
17:47:18,1.6,-103.219,31.078,4.862
17:40:05,0.66,-117.8161667,35.3275,8.43
17:36:14,0.32,-116.7333333,33.6571667,13.45
17:26:02,0.01,-152.551,60.4475,8.35
17:24:43,1.56,-115.0485,44.3033333333333,6.63
17:19:42,1.01,-122.82266998291,38.8226661682129,2.28999996185303
17:17:01,1.7,-151.7971,61.7297,99.9
16:51:53,0.98,-116.7381667,33.235,11.02
16:36:40,0.98,-155.733,58.0668333333333,11.8
16:25:24,-0.62,-166.8085,53.8585,7.72
16:17:48,1.72,-122.39,48.400166666666664,11.86
16:06:22,0.38,-122.842330932617,38.8413314819336,4.51999998092651
16:06:10,0.58,-117.1735,34.2546667,3.57
16:03:21,0.05,-155.154333333333,58.2496666666667,2.77
15:56:55,2.06,-155.011166666667,19.3923333333333,7.6
15:56:50,0.71,-166.796166666667,53.8491666666667,8.47
15:54:06,0.53,-122.840835571289,38.8428344726562,2.1800000667572
15:52:30,1.4,-152.2723,61.3121,1.7
15:50:13,1.9,-150.3138,61.523,28.8
15:43:25,-0.45,-166.797833333333,53.8491666666667,7.81
15:43:15,-0.09,-166.806,53.8506666666667,7.25
15:42:31,-0.16,-166.798333333333,53.8488333333333,7.57
15:42:20,-0.33,-166.799166666667,53.8476666666667,7.91
15:42:01,-0.6,-166.813833333333,53.8553333333333,7.26
15:30:48,0.53,-122.840835571289,38.8461685180664,2.03999996185303
15:28:46,1.24,-122.799163818359,38.8148345947266,3.1800000667572
15:28:43,-0.69,-152.270166666667,61.331,-2.37
15:26:27,0.93,-117.4841667,34.2,3.86
15:24:43,1.47,-97.82383333,35.04266667,7.59
15:22:00,0.38,-113.734166666667,47.7678333333333,7.86
15:20:53,-0.78,-152.758666666667,60.4966666666667,0.87
15:10:14,1.47,-122.81183333333334,48.606833333333334,17.66
15:08:52,0.36,-111.794666666667,45.6413333333333,3.91
15:05:41,1.08,-163.879833333333,54.7526666666667,32.83
14:52:47,0.9,-97.8465,35.04616667,6.18
14:43:49,1.7,-118.0468,38.1281,1.2
14:35:26,1.36,-116.2556667,33.9063333,7.98
14:34:29,0.15,-122.79933333333334,48.6095,16.77
14:31:16,1.48,-124.6435,41.6495,38.01
14:21:56,0.54,-122.745666503906,38.7848320007324,1.47000002861023
14:19:27,-0.29,-152.275,61.3321666666667,1.18
14:13:57,1.0,-149.4743,64.734,16.4
13:46:58,-0.89,-152.244333333333,61.2776666666667,3.03
13:37:53,1.47,-116.112,44.3616666666667,6.93
13:20:32,0.82,-122.775665283203,38.8368339538574,8.36999988555908
13:19:39,1.98,-122.765830993652,38.8213348388672,1.80999994277954
13:06:28,0.77,-122.779502868652,38.8343315124512,1.88999998569489
12:58:02,1.3,-120.606163024902,35.9751663208008,1.73000001907349
12:54:07,1.5,-146.7548,61.3564,29.1
12:45:34,0.08,-155.104833333333,58.234,34.85
12:41:47,0.12,-155.0825,58.2561666666667,33.81
12:27:37,0.71,-116.8731667,33.8538333,9.42
12:27:04,2.52,-120.4143333,34.67,11.62
12:19:51,0.18,-111.998666666667,46.7905,7.08
12:09:20,-0.09,-159.460833333333,56.157,9.82
12:04:55,-0.18,-152.246166666667,61.2751666666667,3.0
11:55:38,0.76,-122.842002868652,38.8209991455078,2.22000002861023
11:48:01,1.8,-141.2059,60.2215,0.0
11:35:41,5.0,123.6528,-48.9803,10.0
11:26:13,0.59,-116.262,33.3016667,7.11
11:14:44,0.77,-122.78466796875,38.7978324890137,3.03999996185303
11:13:13,4.6,-79.1583,-9.1035,62.531
11:09:09,0.55,-113.5985,44.153,1.13
11:03:15,1.08,-122.793830871582,38.8194999694824,0.449999988079071
10:54:20,-0.25,-122.186,46.195166666666665,8.98
10:53:35,0.71,-122.824333190918,38.8398323059082,2.92000007629395
10:47:38,0.82,-116.9395,34.1088333,12.06
10:36:39,-1.01,-152.243166666667,61.2546666666667,-0.11
10:33:22,1.25,-116.7366667,33.6996667,16.66
10:28:12,1.6,-98.05,28.636,6.274
10:19:46,1.8,-150.7533,63.0899,103.1
10:15:26,-0.28,-113.8145,47.7148333333333,6.01
10:11:57,0.89,-97.82883333,35.05033333,7.77
10:01:26,0.51,-121.7575,46.85216666666667,1.6
10:00:17,1.4,-151.0135,61.0805,57.9
09:57:13,1.4,-141.1322,61.2782,0.0
09:52:20,2.69,-124.852166666667,40.3501666666667,16.74
09:26:50,1.09,-122.861663818359,38.8326683044434,15.9200000762939
09:25:51,4.6,118.3226,-8.5664,134.33
09:25:12,0.7,-147.0258,64.6066,24.9
09:23:45,1.95,-119.0328333,35.0353333,13.88
09:22:22,0.89,-122.767997741699,38.7886657714844,1.98000001907349
09:15:56,1.64,-155.142333333333,19.335,6.11
09:01:04,2.3,-153.0498,60.2025,131.2
08:59:05,1.7,-149.6533,62.6499,53.6
08:57:21,1.27,-122.795501708984,38.8160018920898,2.49000000953674
08:56:13,1.08,-122.775001525879,38.8154983520508,0.319999992847443
08:52:27,1.3,-151.8295,62.7109,2.1
08:41:32,0.61,-97.82783333,35.058,7.88
08:39:52,2.0,-152.3692,61.0634,113.3
08:34:36,5.7,51.4073,-37.4615,10.0
08:29:45,-0.51,-152.337333333333,61.2985,3.5
08:29:35,0.9,-148.2428,65.4116,7.4
08:20:57,0.25,-122.815002441406,38.8311653137207,1.55999994277954
08:07:40,1.24,-116.6275,34.6173333,5.56
08:06:07,1.36,-122.81600189209,38.8296661376953,1.75
08:05:01,1.1,-112.910333333333,37.4201666666667,15.99
08:01:11,0.45,178.514166666667,51.9098333333333,4.95
07:54:08,0.56,-154.976333333333,58.2886666666667,3.94
07:51:50,0.7,-116.837,34.1673333,5.14
07:50:38,5.3,51.5554,-37.408,10.0
07:45:42,2.0,-101.065,32.112,8.2275
07:44:28,1.1,-117.3776667,36.0606667,2.53
07:42:37,-0.31,-113.8175,47.715,5.52
07:41:28,3.39,-67.6941666666667,19.0015,9.09
07:28:49,1.8,-146.8176,61.2097,0.0
07:22:17,0.28,-152.2425,61.3158333333333,1.14
07:05:10,1.3,-151.0265,61.2024,62.2
07:03:33,1.07,-122.77466583252,38.8106651306152,1.47000002861023
07:01:14,4.9,-174.8615,-22.7791,10.0
06:59:49,1.2,-149.2979,61.4719,31.2
06:51:31,4.7,-102.0748,19.0205,108.838
06:48:31,0.47,-116.7326667,33.529,4.74
06:46:13,2.1,-154.649,58.3331,9.7
06:44:57,-0.84,-152.2485,61.3111666666667,0.3
06:41:42,0.93,-117.724,35.8875,3.88
06:41:33,1.2,-101.926,32.108,8.0322
06:40:39,4.5,13.7956,77.998,10.0
06:35:31,-0.41,-152.26,61.3278333333333,-2.34
06:31:22,0.76,-117.7285,36.0161667,1.38
06:28:27,2.13,-66.4453333333333,18.044,16.88
06:26:59,0.66,-116.6931667,33.9825,18.12
06:26:42,-0.17,-116.623,33.6,13.32
06:24:08,0.83,-122.842666625977,38.8230018615723,2.15000009536743
06:04:43,0.61,-116.7486667,33.6685,15.66
05:57:48,0.18,-116.7463333,33.6595,15.28
05:57:17,0.44,-116.7516667,33.659,14.65
05:55:47,1.4,-151.7961,60.1813,66.0
05:41:39,4.6,143.0112,-4.0572,88.762
05:40:18,2.44,-66.8318333333333,17.9475,14.8
05:28:09,1.4,-146.8223,61.3236,27.2
05:25:16,2.09,-155.6995,19.9231666666667,-0.59
05:16:07,0.85,-116.2983333,33.1668333,12.21
05:12:18,-0.72,-152.2005,61.2628333333333,19.13
05:11:31,4.2,-129.3139,44.2688,10.0
05:01:57,2.0,-152.8921,59.9926,113.7
05:01:25,0.66,-122.808166503906,38.8246650695801,3.45000004768372
04:58:54,0.78,-111.927666666667,44.669,15.07
04:56:28,2.2,-150.9035,60.1575,63.6
04:40:03,0.78,-120.570167541504,36.0120010375977,1.42999994754791
04:34:40,1.5,-152.4571,60.6645,94.6
04:33:01,2.19,-124.444664001465,40.2825012207031,18.8600006103516
04:22:03,-0.49,-165.944666666667,54.1251666666667,2.18
04:17:15,1.06,-122.797836303711,38.8146667480469,3.30999994277954
04:15:33,0.9,-148.2135,65.4382,12.3
04:08:48,1.5,-150.6471,61.3422,49.9
04:05:16,1.21,-122.783996582031,38.8349990844727,1.85000002384186
04:01:58,1.7,-122.810501098633,38.8219985961914,2.77999997138977
03:57:41,-0.9,-152.223666666667,61.27,5.36
03:55:08,0.62,-122.790000915527,38.836498260498,0.490000009536743
03:48:25,1.3,-104.451,31.656,9.7636
03:44:20,1.1,-122.737831115723,38.7723350524902,1.0900000333786
03:39:32,0.79,-122.782997131348,38.8370018005371,1.05999994277954
03:30:28,2.51,-122.781333333333,38.8365,1.59
03:30:14,0.45,-122.839500427246,38.8429985046387,2.10999989509583
03:28:07,0.75,-122.813667297363,38.8213348388672,3.67000007629395
03:19:35,6.2,25.8577,35.8112,64.0
03:17:46,1.26,-122.782669067383,38.8358345031738,1.0900000333786
03:16:31,1.4,-147.2885,63.5105,4.0
03:12:15,3.43,-64.666,18.2646666666667,123.27
02:59:11,2.5,-152.9306,59.5987,91.8
02:34:42,0.0,-115.8993,36.8784,11.0
02:33:07,4.3,-67.3616,-24.317,199.789
02:15:55,3.04,-66.7333333333333,18.6038333333333,10.98
02:15:00,0.93,-97.82116667,35.06466667,14.97
02:11:13,0.31,-154.948833333333,58.2565,0.35
02:07:40,-0.68,-152.240166666667,61.2851666666667,4.08
02:07:32,-0.95,-152.251666666667,61.2846666666667,3.82
02:01:47,2.5,-115.1469,44.3084,12.963
01:45:32,2.21,-122.713165283203,38.5733337402344,4.15999984741211
01:42:33,-0.36,-113.818166666667,47.714,5.49
01:39:34,1.3,-151.6672,62.6028,95.1
01:29:04,1.87,-155.6135,19.1923333333333,8.26
01:13:21,0.57,-112.657666666667,46.8605,8.65
01:13:15,2.32,-66.8821666666667,17.9525,16.31
01:04:31,-0.36,-113.819166666667,47.7198333333333,5.83
00:56:57,1.1,-148.2246,65.4423,9.9
00:56:33,1.3,-122.842163085938,38.8188323974609,2.41000008583069
00:47:47,4.5,179.9208,-39.3033,12.66
00:47:13,0.9,-148.6037,63.8921,12.1
00:44:38,2.1,-101.928,32.108,8.6182
00:25:43,5.2,-26.6532,-55.9417,45.367
